M,N,K,libtype,solidx,soltimems,indtype,outdtype
10240,2691,8192,hipblaslt,78016,0.41968569755554197,torch.float8_e4m3fnuz,torch.float16
10240,5088,8192,hipblaslt,77888,0.7965139389038086,torch.float8_e4m3fnuz,torch.float16
8192,64946,28672,hipblaslt,77924,27.3183837890625,torch.float8_e4m3fnuz,torch.float16
8192,15161,8192,hipblaslt,77924,1.7871633529663087,torch.float8_e4m3fnuz,torch.float16
8192,2804,28672,hipblaslt,77918,1.3095878601074218,torch.float8_e4m3fnuz,torch.float16
10240,4276,8192,hipblaslt,77924,0.6993119716644287,torch.float8_e4m3fnuz,torch.float16
10240,6573,8192,hipblaslt,77924,0.9728151321411133,torch.float8_e4m3fnuz,torch.float16
57344,1251,8192,hipblaslt,77950,1.1455068588256836,torch.float8_e4m3fnuz,torch.float16
10240,2232,8192,hipblaslt,77886,0.3685298919677734,torch.float8_e4m3fnuz,torch.float16
57344,518,8192,hipblaslt,77408,0.5806662082672119,torch.float8_e4m3fnuz,torch.float16
10240,496,8192,hipblaslt,77049,0.11533885002136231,torch.float8_e4m3fnuz,torch.float16
10240,1562,8192,hipblaslt,77924,0.2610607385635376,torch.float8_e4m3fnuz,torch.float16
57344,5984,8192,hipblaslt,78012,5.292689429389106,torch.float8_e4m3fnuz,torch.float16
8192,6783,28672,hipblaslt,77719,3.055085563659668,torch.float8_e4m3fnuz,torch.float16
57344,3006,8192,hipblaslt,78012,2.751059150695801,torch.float8_e4m3fnuz,torch.float16
57344,503,8192,hipblaslt,77939,0.5254148006439209,torch.float8_e4m3fnuz,torch.float16
10240,5576,8192,hipblaslt,77942,0.8651816368103027,torch.float8_e4m3fnuz,torch.float16
8192,3626,28672,hipblaslt,77942,1.5993991851806642,torch.float8_e4m3fnuz,torch.float16
10240,65042,8192,hipblaslt,77923,9.751649475097656,torch.float8_e4m3fnuz,torch.float16
8192,2943,8192,hipblaslt,77723,0.37985470294952395,torch.float8_e4m3fnuz,torch.float16
8192,5304,28672,hipblaslt,77719,2.3273075103759764,torch.float8_e4m3fnuz,torch.float16
8192,5407,28672,hipblaslt,77829,2.5675853729248046,torch.float8_e4m3fnuz,torch.float16
57344,681,8192,hipblaslt,77901,0.7031656265258789,torch.float8_e4m3fnuz,torch.float16
8192,3253,8192,hipblaslt,77942,0.4170698165893555,torch.float8_e4m3fnuz,torch.float16
8192,5379,28672,hipblaslt,77396,2.565117835998535,torch.float8_e4m3fnuz,torch.float16
8192,513,8192,hipblaslt,77392,0.10608710050582885,torch.float8_e4m3fnuz,torch.float16
57344,5040,8192,hipblaslt,78012,4.558683013916015,torch.float8_e4m3fnuz,torch.float16
8192,1033,28672,hipblaslt,77872,0.5826110363006591,torch.float8_e4m3fnuz,torch.float16
10240,4421,8192,hipblaslt,77924,0.7120428085327148,torch.float8_e4m3fnuz,torch.float16
8192,6267,8192,hipblaslt,77924,0.7601840972900391,torch.float8_e4m3fnuz,torch.float16
57344,728,8192,hipblaslt,77952,0.7229710102081299,torch.float8_e4m3fnuz,torch.float16
10240,3855,8192,hipblaslt,77935,0.6309967041015625,torch.float8_e4m3fnuz,torch.float16
57344,3262,8192,hipblaslt,77952,3.0074249267578126,torch.float8_e4m3fnuz,torch.float16
8192,4722,8192,hipblaslt,77828,0.6132764339447021,torch.float8_e4m3fnuz,torch.float16
8192,6108,28672,hipblaslt,77924,2.688400459289551,torch.float8_e4m3fnuz,torch.float16
8192,1123,28672,hipblaslt,77994,0.5968842029571533,torch.float8_e4m3fnuz,torch.float16
8192,659,8192,hipblaslt,77393,0.12244139909744263,torch.float8_e4m3fnuz,torch.float16
8192,2429,28672,hipblaslt,77851,1.2176458358764648,torch.float8_e4m3fnuz,torch.float16
10240,4189,8192,hipblaslt,77496,0.6560157299041748,torch.float8_e4m3fnuz,torch.float16
57344,721,8192,hipblaslt,77939,0.7123231887817383,torch.float8_e4m3fnuz,torch.float16
8192,190,28672,hipblaslt,76805,0.15129765272140502,torch.float8_e4m3fnuz,torch.float16
8192,2683,28672,hipblaslt,77895,1.3095959663391112,torch.float8_e4m3fnuz,torch.float16
8192,4454,8192,hipblaslt,77723,0.5626715183258056,torch.float8_e4m3fnuz,torch.float16
8192,332,8192,hipblaslt,76783,0.07076284885406495,torch.float8_e4m3fnuz,torch.float16
10240,1471,8192,hipblaslt,77926,0.25785489082336427,torch.float8_e4m3fnuz,torch.float16
8192,5712,28672,hipblaslt,77924,2.6534345626831053,torch.float8_e4m3fnuz,torch.float16
10240,4051,8192,hipblaslt,77888,0.6478917598724365,torch.float8_e4m3fnuz,torch.float16
8192,1315,8192,hipblaslt,77455,0.1990288496017456,torch.float8_e4m3fnuz,torch.float16
8192,4439,8192,hipblaslt,77885,0.566122579574585,torch.float8_e4m3fnuz,torch.float16
8192,1580,8192,hipblaslt,77942,0.21815314292907714,torch.float8_e4m3fnuz,torch.float16
8192,1665,28672,hipblaslt,77950,0.7662069797515869,torch.float8_e4m3fnuz,torch.float16
8192,2951,8192,hipblaslt,77960,0.3858856439590454,torch.float8_e4m3fnuz,torch.float16
57344,2433,8192,hipblaslt,77952,2.2683120727539063,torch.float8_e4m3fnuz,torch.float16
8192,981,28672,hipblaslt,77388,0.5261293888092041,torch.float8_e4m3fnuz,torch.float16
10240,157,28672,hipblaslt,76878,0.1591277003288269,torch.float8_e4m3fnuz,torch.float16
8192,2249,28672,hipblaslt,77388,1.1179760932922362,torch.float8_e4m3fnuz,torch.float16
8192,5033,28672,hipblaslt,78012,2.2485067367553713,torch.float8_e4m3fnuz,torch.float16
10240,775,8192,hipblaslt,77870,0.15462205410003663,torch.float8_e4m3fnuz,torch.float16
10240,3838,8192,hipblaslt,77935,0.624581241607666,torch.float8_e4m3fnuz,torch.float16
8192,6404,28672,hipblaslt,77888,3.0283660888671875,torch.float8_e4m3fnuz,torch.float16
10240,1691,8192,hipblaslt,42449,0.30496375560760497,torch.float8_e4m3fnuz,torch.float16
57344,4839,8192,hipblaslt,77880,4.462334442138672,torch.float8_e4m3fnuz,torch.float16
57344,3053,8192,hipblaslt,78017,2.7804187774658202,torch.float8_e4m3fnuz,torch.float16
10240,2362,8192,hipblaslt,77495,0.3817815542221069,torch.float8_e4m3fnuz,torch.float16
8192,2750,28672,hipblaslt,77675,1.3348294258117677,torch.float8_e4m3fnuz,torch.float16
8192,2057,8192,hipblaslt,77828,0.2990750551223755,torch.float8_e4m3fnuz,torch.float16
57344,3232,8192,hipblaslt,77952,2.994101142883301,torch.float8_e4m3fnuz,torch.float16
57344,1403,8192,hipblaslt,77935,1.3479268074035644,torch.float8_e4m3fnuz,torch.float16
8192,7788,8192,hipblaslt,77922,0.9536887168884277,torch.float8_e4m3fnuz,torch.float16
8192,268,8192,hipblaslt,76644,0.06587259769439698,torch.float8_e4m3fnuz,torch.float16
8192,1260,28672,hipblaslt,77424,0.66037015914917,torch.float8_e4m3fnuz,torch.float16
57344,4803,8192,hipblaslt,77880,4.429629516601563,torch.float8_e4m3fnuz,torch.float16
10240,367,8192,hipblaslt,42415,0.0898630976676941,torch.float8_e4m3fnuz,torch.float16
8192,65536,28672,hipblaslt,77924,28.289349365234376,torch.float8_e4m3fnuz,torch.float16
57344,2549,8192,hipblaslt,77925,2.4210184097290037,torch.float8_e4m3fnuz,torch.float16
10240,665,8192,hipblaslt,77869,0.1383870005607605,torch.float8_e4m3fnuz,torch.float16
57344,492,8192,hipblaslt,77939,0.5246245861053467,torch.float8_e4m3fnuz,torch.float16
8192,1293,28672,hipblaslt,77938,0.6567968845367431,torch.float8_e4m3fnuz,torch.float16
8192,1327,28672,hipblaslt,77937,0.6425357818603515,torch.float8_e4m3fnuz,torch.float16
10240,2509,8192,hipblaslt,77984,0.42464704513549806,torch.float8_e4m3fnuz,torch.float16
8192,349,28672,hipblaslt,76873,0.23547279834747314,torch.float8_e4m3fnuz,torch.float16
57344,1434,8192,hipblaslt,77935,1.3517483711242675,torch.float8_e4m3fnuz,torch.float16
8192,6986,8192,hipblaslt,77901,0.8621129989624023,torch.float8_e4m3fnuz,torch.float16
8192,385,28672,hipblaslt,77107,0.2585474491119385,torch.float8_e4m3fnuz,torch.float16
57344,2273,8192,hipblaslt,77952,2.0933147430419923,torch.float8_e4m3fnuz,torch.float16
10240,4673,8192,hipblaslt,77924,0.7328114986419678,torch.float8_e4m3fnuz,torch.float16
8192,2421,28672,hipblaslt,77851,1.2155866622924805,torch.float8_e4m3fnuz,torch.float16
10240,76,28672,hipblaslt,76803,0.1153328537940979,torch.float8_e4m3fnuz,torch.float16
57344,4293,8192,hipblaslt,77942,3.9643104553222654,torch.float8_e4m3fnuz,torch.float16
57344,5584,8192,hipblaslt,77880,5.023215846011513,torch.float8_e4m3fnuz,torch.float16
10240,6714,8192,hipblaslt,77924,1.0029376983642577,torch.float8_e4m3fnuz,torch.float16
8192,27517,28672,hipblaslt,77924,11.842907905578613,torch.float8_e4m3fnuz,torch.float16
8192,5984,28672,hipblaslt,77924,2.6727651596069335,torch.float8_e4m3fnuz,torch.float16
57344,4262,8192,hipblaslt,77942,3.96563835144043,torch.float8_e4m3fnuz,torch.float16
8192,2072,8192,hipblaslt,77828,0.30109200477600095,torch.float8_e4m3fnuz,torch.float16
57344,4243,8192,hipblaslt,77923,3.8376049041748046,torch.float8_e4m3fnuz,torch.float16
8192,1863,8192,hipblaslt,77944,0.25501575469970705,torch.float8_e4m3fnuz,torch.float16
8192,2384,8192,hipblaslt,77993,0.3277134418487549,torch.float8_e4m3fnuz,torch.float16
57344,1721,8192,hipblaslt,77925,1.58749361038208,torch.float8_e4m3fnuz,torch.float16
10240,1597,8192,hipblaslt,42449,0.30143449306488035,torch.float8_e4m3fnuz,torch.float16
8192,49628,8192,hipblaslt,77924,5.871848106384277,torch.float8_e4m3fnuz,torch.float16
8192,414,28672,hipblaslt,77107,0.27338294982910155,torch.float8_e4m3fnuz,torch.float16
8192,2732,28672,hipblaslt,77941,1.360781764984131,torch.float8_e4m3fnuz,torch.float16
8192,965,8192,hipblaslt,77388,0.15202720165252687,torch.float8_e4m3fnuz,torch.float16
8192,320,8192,hipblaslt,76644,0.06934674978256225,torch.float8_e4m3fnuz,torch.float16
10240,94,8192,hipblaslt,42510,0.047165849804878236,torch.float8_e4m3fnuz,torch.float16
8192,1538,28672,hipblaslt,77967,0.7038546562194824,torch.float8_e4m3fnuz,torch.float16
10240,5151,8192,hipblaslt,78016,0.834871768951416,torch.float8_e4m3fnuz,torch.float16
8192,3610,8192,hipblaslt,77496,0.44428210258483886,torch.float8_e4m3fnuz,torch.float16
8192,1263,8192,hipblaslt,77873,0.18600544929504395,torch.float8_e4m3fnuz,torch.float16
8192,3398,28672,hipblaslt,77935,1.5451368331909179,torch.float8_e4m3fnuz,torch.float16
8192,3093,8192,hipblaslt,77895,0.40391035079956056,torch.float8_e4m3fnuz,torch.float16
8192,2128,8192,hipblaslt,77828,0.2995056390762329,torch.float8_e4m3fnuz,torch.float16
8192,2158,28672,hipblaslt,77956,1.0973396301269531,torch.float8_e4m3fnuz,torch.float16
57344,3225,8192,hipblaslt,77952,2.988845443725586,torch.float8_e4m3fnuz,torch.float16
8192,2256,8192,hipblaslt,77830,0.3039643049240112,torch.float8_e4m3fnuz,torch.float16
57344,701,8192,hipblaslt,77939,0.6948813438415528,torch.float8_e4m3fnuz,torch.float16
57344,5101,8192,hipblaslt,78012,4.585448455810547,torch.float8_e4m3fnuz,torch.float16
8192,4781,28672,hipblaslt,78018,2.2534360885620117,torch.float8_e4m3fnuz,torch.float16
8192,1110,28672,hipblaslt,77936,0.5553226470947266,torch.float8_e4m3fnuz,torch.float16
8192,2499,8192,hipblaslt,77396,0.33262274265289304,torch.float8_e4m3fnuz,torch.float16
10240,1264,8192,hipblaslt,78018,0.21537904739379882,torch.float8_e4m3fnuz,torch.float16
57344,6893,8192,hipblaslt,77880,6.169849141438802,torch.float8_e4m3fnuz,torch.float16
10240,1437,8192,hipblaslt,77926,0.25273430347442627,torch.float8_e4m3fnuz,torch.float16
8192,5188,8192,hipblaslt,77973,0.64418625831604,torch.float8_e4m3fnuz,torch.float16
8192,1911,28672,hipblaslt,77922,0.8993142127990723,torch.float8_e4m3fnuz,torch.float16
8192,1036,8192,hipblaslt,77870,0.15495154857635499,torch.float8_e4m3fnuz,torch.float16
57344,6335,8192,hipblaslt,77935,5.860836982727051,torch.float8_e4m3fnuz,torch.float16
57344,260,8192,hipblaslt,77755,0.3250695466995239,torch.float8_e4m3fnuz,torch.float16
10240,508,8192,hipblaslt,77049,0.11904234886169433,torch.float8_e4m3fnuz,torch.float16
57344,1616,8192,hipblaslt,77952,1.5502003669738769,torch.float8_e4m3fnuz,torch.float16
57344,736,8192,hipblaslt,78018,0.7100177764892578,torch.float8_e4m3fnuz,torch.float16
57344,1564,8192,hipblaslt,77928,1.444077205657959,torch.float8_e4m3fnuz,torch.float16
10240,3084,8192,hipblaslt,77981,0.48604598045349123,torch.float8_e4m3fnuz,torch.float16
57344,4853,8192,hipblaslt,77880,4.451638412475586,torch.float8_e4m3fnuz,torch.float16
10240,6882,8192,hipblaslt,78016,1.058335781097412,torch.float8_e4m3fnuz,torch.float16
8192,319,28672,hipblaslt,76948,0.2135303020477295,torch.float8_e4m3fnuz,torch.float16
8192,2515,28672,hipblaslt,77769,1.2441590309143067,torch.float8_e4m3fnuz,torch.float16
57344,7511,8192,hipblaslt,77719,6.887840270996094,torch.float8_e4m3fnuz,torch.float16
57344,797,8192,hipblaslt,77926,0.813697338104248,torch.float8_e4m3fnuz,torch.float16
57344,1245,8192,hipblaslt,77939,1.1508828163146974,torch.float8_e4m3fnuz,torch.float16
8192,476,8192,hipblaslt,77391,0.0886533498764038,torch.float8_e4m3fnuz,torch.float16
57344,5647,8192,hipblaslt,77880,5.237077813399465,torch.float8_e4m3fnuz,torch.float16
10240,1076,8192,hipblaslt,77941,0.19704384803771974,torch.float8_e4m3fnuz,torch.float16
8192,4584,28672,hipblaslt,78013,2.0988210678100585,torch.float8_e4m3fnuz,torch.float16
8192,2575,8192,hipblaslt,77829,0.3401197910308838,torch.float8_e4m3fnuz,torch.float16
10240,3852,8192,hipblaslt,77890,0.6317177295684815,torch.float8_e4m3fnuz,torch.float16
8192,3840,8192,hipblaslt,77922,0.4857335567474365,torch.float8_e4m3fnuz,torch.float16
57344,4328,8192,hipblaslt,77920,3.967859649658203,torch.float8_e4m3fnuz,torch.float16
8192,989,8192,hipblaslt,77871,0.155953049659729,torch.float8_e4m3fnuz,torch.float16
8192,3727,8192,hipblaslt,77924,0.4716326713562012,torch.float8_e4m3fnuz,torch.float16
8192,2451,28672,hipblaslt,77851,1.2188074111938476,torch.float8_e4m3fnuz,torch.float16
8192,3712,28672,hipblaslt,77924,1.7693723678588866,torch.float8_e4m3fnuz,torch.float16
10240,4486,8192,hipblaslt,77965,0.7302036285400391,torch.float8_e4m3fnuz,torch.float16
8192,1173,8192,hipblaslt,77874,0.18249634504318238,torch.float8_e4m3fnuz,torch.float16
10240,261,8192,hipblaslt,76783,0.07768759727478028,torch.float8_e4m3fnuz,torch.float16
10240,6852,8192,hipblaslt,77903,1.0622394561767579,torch.float8_e4m3fnuz,torch.float16
8192,546,8192,hipblaslt,77400,0.1096684455871582,torch.float8_e4m3fnuz,torch.float16
57344,682,8192,hipblaslt,77942,0.7048480987548829,torch.float8_e4m3fnuz,torch.float16
8192,5263,28672,hipblaslt,77719,2.325544738769531,torch.float8_e4m3fnuz,torch.float16
8192,2710,28672,hipblaslt,77928,1.331023597717285,torch.float8_e4m3fnuz,torch.float16
8192,3427,8192,hipblaslt,77496,0.42892727851867674,torch.float8_e4m3fnuz,torch.float16
8192,34,8192,hipblaslt,76593,0.033445000648498535,torch.float8_e4m3fnuz,torch.float16
8192,1332,28672,hipblaslt,77967,0.6544074058532715,torch.float8_e4m3fnuz,torch.float16
10240,5,8192,hipblaslt,76827,0.031979900598526,torch.float8_e4m3fnuz,torch.float16
8192,1357,8192,hipblaslt,77723,0.19562779664993285,torch.float8_e4m3fnuz,torch.float16
8192,934,28672,hipblaslt,42477,0.5198019981384278,torch.float8_e4m3fnuz,torch.float16
8192,1709,28672,hipblaslt,77952,0.7777821063995362,torch.float8_e4m3fnuz,torch.float16
8192,3984,28672,hipblaslt,77924,1.7862680435180665,torch.float8_e4m3fnuz,torch.float16
8192,48985,8192,hipblaslt,77924,5.819340705871582,torch.float8_e4m3fnuz,torch.float16
8192,829,8192,hipblaslt,77399,0.13656229972839357,torch.float8_e4m3fnuz,torch.float16
57344,3610,8192,hipblaslt,77942,3.3283145904541014,torch.float8_e4m3fnuz,torch.float16
8192,5932,8192,hipblaslt,77924,0.7396757125854492,torch.float8_e4m3fnuz,torch.float16
57344,710,8192,hipblaslt,78018,0.7080508708953858,torch.float8_e4m3fnuz,torch.float16
8192,3662,28672,hipblaslt,77924,1.764668083190918,torch.float8_e4m3fnuz,torch.float16
10240,1349,8192,hipblaslt,77923,0.23849930763244628,torch.float8_e4m3fnuz,torch.float16
10240,3150,8192,hipblaslt,77921,0.5005134582519531,torch.float8_e4m3fnuz,torch.float16
8192,2866,28672,hipblaslt,77895,1.3461859703063965,torch.float8_e4m3fnuz,torch.float16
8192,4775,8192,hipblaslt,77942,0.6136870861053467,torch.float8_e4m3fnuz,torch.float16
57344,2006,8192,hipblaslt,77950,1.8827789306640625,torch.float8_e4m3fnuz,torch.float16
8192,4812,8192,hipblaslt,77888,0.6200405120849609,torch.float8_e4m3fnuz,torch.float16
57344,1520,8192,hipblaslt,77939,1.3814263343811035,torch.float8_e4m3fnuz,torch.float16
8192,2561,28672,hipblaslt,77396,1.2558362007141113,torch.float8_e4m3fnuz,torch.float16
10240,49219,8192,hipblaslt,77923,7.333531306340144,torch.float8_e4m3fnuz,torch.float16
10240,4424,8192,hipblaslt,77921,0.716769790649414,torch.float8_e4m3fnuz,torch.float16
8192,6493,28672,hipblaslt,77903,3.028462028503418,torch.float8_e4m3fnuz,torch.float16
8192,270,28672,hipblaslt,77138,0.2106935501098633,torch.float8_e4m3fnuz,torch.float16
8192,7742,8192,hipblaslt,77924,0.9447495460510253,torch.float8_e4m3fnuz,torch.float16
8192,886,28672,hipblaslt,77399,0.4850268840789795,torch.float8_e4m3fnuz,torch.float16
57344,154,8192,hipblaslt,77927,0.21593184471130372,torch.float8_e4m3fnuz,torch.float16
8192,476,28672,hipblaslt,76863,0.2986243486404419,torch.float8_e4m3fnuz,torch.float16
10240,2679,8192,hipblaslt,77496,0.4254161834716797,torch.float8_e4m3fnuz,torch.float16
57344,1551,8192,hipblaslt,77938,1.447199821472168,torch.float8_e4m3fnuz,torch.float16
57344,2888,8192,hipblaslt,77925,2.6484331130981444,torch.float8_e4m3fnuz,torch.float16
8192,2568,28672,hipblaslt,77829,1.251572036743164,torch.float8_e4m3fnuz,torch.float16
8192,34868,28672,hipblaslt,77924,15.333770751953125,torch.float8_e4m3fnuz,torch.float16
8192,5251,8192,hipblaslt,77888,0.6549140930175781,torch.float8_e4m3fnuz,torch.float16
57344,3393,8192,hipblaslt,77925,3.1721710205078124,torch.float8_e4m3fnuz,torch.float16
10240,3406,8192,hipblaslt,77495,0.5565444469451905,torch.float8_e4m3fnuz,torch.float16
8192,4097,8192,hipblaslt,77924,0.5016350269317627,torch.float8_e4m3fnuz,torch.float16
57344,1642,8192,hipblaslt,77952,1.5620759010314942,torch.float8_e4m3fnuz,torch.float16
8192,4131,8192,hipblaslt,77923,0.5011683464050293,torch.float8_e4m3fnuz,torch.float16
10240,1660,8192,hipblaslt,77836,0.30511600971221925,torch.float8_e4m3fnuz,torch.float16
8192,3264,8192,hipblaslt,77973,0.4183978080749512,torch.float8_e4m3fnuz,torch.float16
8192,6314,28672,hipblaslt,77888,2.9925107955932617,torch.float8_e4m3fnuz,torch.float16
10240,1217,8192,hipblaslt,77945,0.2150625467300415,torch.float8_e4m3fnuz,torch.float16
57344,2343,8192,hipblaslt,77952,2.244639015197754,torch.float8_e4m3fnuz,torch.float16
57344,2621,8192,hipblaslt,77925,2.4241729736328126,torch.float8_e4m3fnuz,torch.float16
8192,3133,28672,hipblaslt,77895,1.4105613708496094,torch.float8_e4m3fnuz,torch.float16
57344,1197,8192,hipblaslt,77939,1.1610068321228026,torch.float8_e4m3fnuz,torch.float16
8192,691,8192,hipblaslt,77867,0.12200274467468261,torch.float8_e4m3fnuz,torch.float16
8192,721,8192,hipblaslt,77393,0.12431210279464722,torch.float8_e4m3fnuz,torch.float16
8192,3146,8192,hipblaslt,77935,0.4164128303527832,torch.float8_e4m3fnuz,torch.float16
57344,3227,8192,hipblaslt,77952,2.9902875900268553,torch.float8_e4m3fnuz,torch.float16
57344,2560,8192,hipblaslt,77950,2.3399080276489257,torch.float8_e4m3fnuz,torch.float16
10240,782,8192,hipblaslt,77396,0.15702860355377196,torch.float8_e4m3fnuz,torch.float16
8192,4188,8192,hipblaslt,77923,0.5065262794494629,torch.float8_e4m3fnuz,torch.float16
8192,3135,28672,hipblaslt,77895,1.4100808143615722,torch.float8_e4m3fnuz,torch.float16
57344,213,8192,hipblaslt,77928,0.25598320960998533,torch.float8_e4m3fnuz,torch.float16
8192,2327,8192,hipblaslt,77957,0.3191447496414185,torch.float8_e4m3fnuz,torch.float16
57344,3589,8192,hipblaslt,77942,3.309678649902344,torch.float8_e4m3fnuz,torch.float16
8192,2325,28672,hipblaslt,77937,1.1912766456604005,torch.float8_e4m3fnuz,torch.float16
10240,498,8192,hipblaslt,42417,0.1193261981010437,torch.float8_e4m3fnuz,torch.float16
8192,3035,8192,hipblaslt,77941,0.38562324047088625,torch.float8_e4m3fnuz,torch.float16
8192,866,8192,hipblaslt,77399,0.13790229558944703,torch.float8_e4m3fnuz,torch.float16
57344,1703,8192,hipblaslt,77925,1.5815188407897949,torch.float8_e4m3fnuz,torch.float16
8192,1442,8192,hipblaslt,77995,0.20603721141815184,torch.float8_e4m3fnuz,torch.float16
8192,2992,28672,hipblaslt,77895,1.3807171821594237,torch.float8_e4m3fnuz,torch.float16
8192,701,8192,hipblaslt,77586,0.12185250520706177,torch.float8_e4m3fnuz,torch.float16
8192,1884,8192,hipblaslt,77926,0.2531889915466309,torch.float8_e4m3fnuz,torch.float16
8192,2051,28672,hipblaslt,77927,1.0632929801940918,torch.float8_e4m3fnuz,torch.float16
57344,4227,8192,hipblaslt,77925,3.833081817626953,torch.float8_e4m3fnuz,torch.float16
10240,6774,8192,hipblaslt,77973,1.0479583740234375,torch.float8_e4m3fnuz,torch.float16
